Customer Number,Customer Identifier,Customer Details,Market Segment Code,Phone Number,Account Balance,Market Segment,Comment
613,Customer#000000613,Details for Customer 613,18,15-835-147-1912,854.25,FURNITURE,Excellent customer service experience 613
614,Customer#000000614,Details for Customer 614,19,10-659-606-9302,1011.41,FURNITURE,Excellent customer service experience 614
615,Customer#000000615,Details for Customer 615,10,32-566-128-5427,1174.48,ELECTRONICS,Excellent customer service experience 615
616,Customer#000000616,Details for Customer 616,14,48-173-997-3447,1171.35,BUILDING,Excellent customer service experience 616
617,Customer#000000617,Details for Customer 617,14,30-958-735-9364,1828.33,FURNITURE,Excellent customer service experience 617
618,Customer#000000618,Details for Customer 618,13,22-339-717-6940,1530.4,FURNITURE,Excellent customer service experience 618
619,Customer#000000619,Details for Customer 619,15,79-825-896-3439,1451.92,ELECTRONICS,Excellent customer service experience 619
620,Customer#000000620,Details for Customer 620,12,29-490-688-4209,1758.78,ELECTRONICS,Excellent customer service experience 620
621,Customer#000000621,Details for Customer 621,14,36-248-458-4620,1657.23,ELECTRONICS,Excellent customer service experience 621
622,Customer#000000622,Details for Customer 622,10,41-397-312-5571,1146.97,BUILDING,Excellent customer service experience 622
623,Customer#000000623,Details for Customer 623,15,86-259-147-1151,633.06,FURNITURE,Excellent customer service experience 623
624,Customer#000000624,Details for Customer 624,19,28-382-407-4632,1604.96,AUTOMOBILE,Excellent customer service experience 624
625,Customer#000000625,Details for Customer 625,15,87-217-770-7223,568.89,BUILDING,Excellent customer service experience 625
626,Customer#000000626,Details for Customer 626,17,76-943-488-9657,720.24,AUTOMOBILE,Excellent customer service experience 626
627,Customer#000000627,Details for Customer 627,17,93-676-256-9932,921.28,FURNITURE,Excellent customer service experience 627
628,Customer#000000628,Details for Customer 628,11,65-203-418-2722,896.78,AUTOMOBILE,Excellent customer service experience 628
629,Customer#000000629,Details for Customer 629,12,89-326-426-8725,695.13,AUTOMOBILE,Excellent customer service experience 629
630,Customer#000000630,Details for Customer 630,18,45-665-492-8373,677.26,FURNITURE,Excellent customer service experience 630
631,Customer#000000631,Details for Customer 631,17,25-819-854-7380,1468.13,FURNITURE,Excellent customer service experience 631
632,Customer#000000632,Details for Customer 632,18,29-548-942-7638,950.13,ELECTRONICS,Excellent customer service experience 632
633,Customer#000000633,Details for Customer 633,11,14-295-780-9503,1170.54,BUILDING,Excellent customer service experience 633
634,Customer#000000634,Details for Customer 634,13,10-903-768-3117,1219.36,ELECTRONICS,Excellent customer service experience 634
635,Customer#000000635,Details for Customer 635,12,55-361-892-1469,1862.17,FURNITURE,Excellent customer service experience 635
636,Customer#000000636,Details for Customer 636,18,23-611-763-8074,1031.74,AUTOMOBILE,Excellent customer service experience 636
637,Customer#000000637,Details for Customer 637,17,85-303-575-6050,1190.38,FURNITURE,Excellent customer service experience 637
638,Customer#000000638,Details for Customer 638,11,55-335-294-4591,1523.49,FURNITURE,Excellent customer service experience 638
639,Customer#000000639,Details for Customer 639,19,25-484-578-6162,1522.81,AUTOMOBILE,Excellent customer service experience 639
640,Customer#000000640,Details for Customer 640,16,86-564-257-2863,1917.1,BUILDING,Excellent customer service experience 640
641,Customer#000000641,Details for Customer 641,10,78-643-260-7466,1287.39,BUILDING,Excellent customer service experience 641
642,Customer#000000642,Details for Customer 642,18,26-259-226-8897,578.12,AUTOMOBILE,Excellent customer service experience 642
643,Customer#000000643,Details for Customer 643,14,37-833-379-1999,581.32,BUILDING,Excellent customer service experience 643
644,Customer#000000644,Details for Customer 644,16,60-368-413-3752,1602.2,AUTOMOBILE,Excellent customer service experience 644
645,Customer#000000645,Details for Customer 645,16,27-155-384-8344,1598.58,ELECTRONICS,Excellent customer service experience 645
646,Customer#000000646,Details for Customer 646,11,83-230-903-1778,574.0,BUILDING,Excellent customer service experience 646
647,Customer#000000647,Details for Customer 647,13,38-653-486-3120,688.92,FURNITURE,Excellent customer service experience 647
648,Customer#000000648,Details for Customer 648,10,90-126-310-4562,720.85,FURNITURE,Excellent customer service experience 648
649,Customer#000000649,Details for Customer 649,17,87-113-114-5090,611.73,AUTOMOBILE,Excellent customer service experience 649
650,Customer#000000650,Details for Customer 650,11,63-239-467-4888,1764.63,FURNITURE,Excellent customer service experience 650
651,Customer#000000651,Details for Customer 651,17,68-364-597-3210,1983.64,ELECTRONICS,Excellent customer service experience 651
652,Customer#000000652,Details for Customer 652,11,47-967-721-4119,654.13,BUILDING,Excellent customer service experience 652
653,Customer#000000653,Details for Customer 653,15,33-156-778-3878,655.5,BUILDING,Excellent customer service experience 653
654,Customer#000000654,Details for Customer 654,15,57-894-811-2321,1348.26,BUILDING,Excellent customer service experience 654
655,Customer#000000655,Details for Customer 655,16,30-259-466-3807,1737.47,BUILDING,Excellent customer service experience 655
656,Customer#000000656,Details for Customer 656,17,64-230-546-4716,736.2,FURNITURE,Excellent customer service experience 656
657,Customer#000000657,Details for Customer 657,19,38-369-125-3909,1029.36,BUILDING,Excellent customer service experience 657
658,Customer#000000658,Details for Customer 658,17,92-634-534-7519,787.32,BUILDING,Excellent customer service experience 658
659,Customer#000000659,Details for Customer 659,18,49-757-678-4036,846.72,BUILDING,Excellent customer service experience 659
660,Customer#000000660,Details for Customer 660,19,66-767-178-8328,663.11,FURNITURE,Excellent customer service experience 660
661,Customer#000000661,Details for Customer 661,14,34-431-178-6512,1127.41,BUILDING,Excellent customer service experience 661
662,Customer#000000662,Details for Customer 662,15,55-601-317-9049,703.69,BUILDING,Excellent customer service experience 662
663,Customer#000000663,Details for Customer 663,18,59-187-365-7760,1162.49,FURNITURE,Excellent customer service experience 663
664,Customer#000000664,Details for Customer 664,16,55-573-162-9615,1083.92,BUILDING,Excellent customer service experience 664
665,Customer#000000665,Details for Customer 665,18,48-480-872-9959,978.95,FURNITURE,Excellent customer service experience 665
666,Customer#000000666,Details for Customer 666,15,43-302-989-2589,1076.1,BUILDING,Excellent customer service experience 666
667,Customer#000000667,Details for Customer 667,18,44-422-275-1484,1507.84,AUTOMOBILE,Excellent customer service experience 667
668,Customer#000000668,Details for Customer 668,18,44-134-374-7661,678.46,BUILDING,Excellent customer service experience 668
669,Customer#000000669,Details for Customer 669,14,37-247-217-9803,1375.71,BUILDING,Excellent customer service experience 669
670,Customer#000000670,Details for Customer 670,15,51-522-751-8570,714.17,BUILDING,Excellent customer service experience 670
671,Customer#000000671,Details for Customer 671,12,47-650-882-4787,1013.72,ELECTRONICS,Excellent customer service experience 671
672,Customer#000000672,Details for Customer 672,11,47-878-827-6335,1497.68,BUILDING,Excellent customer service experience 672
673,Customer#000000673,Details for Customer 673,11,98-245-884-9312,1326.16,AUTOMOBILE,Excellent customer service experience 673
674,Customer#000000674,Details for Customer 674,17,38-470-539-1021,800.1,AUTOMOBILE,Excellent customer service experience 674
675,Customer#000000675,Details for Customer 675,19,92-623-316-7233,1032.54,FURNITURE,Excellent customer service experience 675
676,Customer#000000676,Details for Customer 676,17,25-990-603-1609,722.41,FURNITURE,Excellent customer service experience 676
677,Customer#000000677,Details for Customer 677,10,31-177-706-7228,1564.17,FURNITURE,Excellent customer service experience 677
678,Customer#000000678,Details for Customer 678,16,37-838-705-2538,1865.04,ELECTRONICS,Excellent customer service experience 678
679,Customer#000000679,Details for Customer 679,13,21-390-986-6115,756.19,ELECTRONICS,Excellent customer service experience 679
680,Customer#000000680,Details for Customer 680,12,75-343-173-1407,1421.63,ELECTRONICS,Excellent customer service experience 680
681,Customer#000000681,Details for Customer 681,11,98-423-289-2633,1224.75,ELECTRONICS,Excellent customer service experience 681
682,Customer#000000682,Details for Customer 682,11,98-995-255-2395,1061.15,AUTOMOBILE,Excellent customer service experience 682
683,Customer#000000683,Details for Customer 683,10,86-203-190-2125,1295.38,ELECTRONICS,Excellent customer service experience 683
684,Customer#000000684,Details for Customer 684,17,41-906-671-9348,681.47,AUTOMOBILE,Excellent customer service experience 684
685,Customer#000000685,Details for Customer 685,19,46-553-747-9738,1308.65,ELECTRONICS,Excellent customer service experience 685
686,Customer#000000686,Details for Customer 686,17,23-188-793-9951,1488.34,ELECTRONICS,Excellent customer service experience 686
687,Customer#000000687,Details for Customer 687,19,53-567-157-7539,1894.14,ELECTRONICS,Excellent customer service experience 687
688,Customer#000000688,Details for Customer 688,10,98-761-981-9662,1811.39,ELECTRONICS,Excellent customer service experience 688
689,Customer#000000689,Details for Customer 689,13,66-581-855-6159,760.54,FURNITURE,Excellent customer service experience 689
690,Customer#000000690,Details for Customer 690,19,53-964-502-2148,514.75,FURNITURE,Excellent customer service experience 690
691,Customer#000000691,Details for Customer 691,16,26-105-515-6140,1435.91,AUTOMOBILE,Excellent customer service experience 691
692,Customer#000000692,Details for Customer 692,14,37-313-810-2815,1558.15,BUILDING,Excellent customer service experience 692
693,Customer#000000693,Details for Customer 693,18,65-643-152-2661,1783.84,FURNITURE,Excellent customer service experience 693
694,Customer#000000694,Details for Customer 694,11,18-924-270-5095,1164.36,FURNITURE,Excellent customer service experience 694
695,Customer#000000695,Details for Customer 695,14,11-733-394-7628,585.07,ELECTRONICS,Excellent customer service experience 695
696,Customer#000000696,Details for Customer 696,15,32-259-978-1089,946.88,FURNITURE,Excellent customer service experience 696
697,Customer#000000697,Details for Customer 697,14,12-233-835-1472,1683.16,BUILDING,Excellent customer service experience 697
698,Customer#000000698,Details for Customer 698,12,58-440-305-9632,1402.76,ELECTRONICS,Excellent customer service experience 698
699,Customer#000000699,Details for Customer 699,16,35-144-836-8785,1482.54,AUTOMOBILE,Excellent customer service experience 699
700,Customer#000000700,Details for Customer 700,13,14-903-187-6458,1492.25,BUILDING,Excellent customer service experience 700
701,Customer#000000701,Details for Customer 701,19,20-788-916-4611,1264.35,BUILDING,Excellent customer service experience 701
702,Customer#000000702,Details for Customer 702,12,38-220-570-4297,1571.94,BUILDING,Excellent customer service experience 702
703,Customer#000000703,Details for Customer 703,12,19-978-888-6099,689.27,AUTOMOBILE,Excellent customer service experience 703
704,Customer#000000704,Details for Customer 704,13,37-583-105-5315,1739.49,AUTOMOBILE,Excellent customer service experience 704
705,Customer#000000705,Details for Customer 705,10,64-814-329-7049,1056.85,BUILDING,Excellent customer service experience 705
706,Customer#000000706,Details for Customer 706,10,33-599-455-3404,930.63,BUILDING,Excellent customer service experience 706
707,Customer#000000707,Details for Customer 707,16,72-556-473-7392,1585.97,ELECTRONICS,Excellent customer service experience 707
708,Customer#000000708,Details for Customer 708,14,87-859-113-2774,1158.21,ELECTRONICS,Excellent customer service experience 708
709,Customer#000000709,Details for Customer 709,13,31-323-500-7964,615.46,ELECTRONICS,Excellent customer service experience 709
710,Customer#000000710,Details for Customer 710,10,77-401-700-2515,1654.57,AUTOMOBILE,Excellent customer service experience 710
711,Customer#000000711,Details for Customer 711,10,47-730-441-4797,1986.5,FURNITURE,Excellent customer service experience 711
712,Customer#000000712,Details for Customer 712,18,21-654-352-4760,951.84,AUTOMOBILE,Excellent customer service experience 712
